t,P(t)
1497.0,0.00022
1498.0,0.0002
1499.0,0.00021
1500.0,0.00023
1501.0,0.00025
1502.0,0.00019
1503.0,0.00021
1504.0,0.00018
1505.0,0.00026
1506.0,0.00031
1507.0,0.00028
1508.0,0.00023
1509.0,0.00028
1510.0,0.00012
1511.0,0.00026
1512.0,0.00026
1513.0,0.0003
1514.0,0.00021
1515.0,0.00022
1516.0,0.00023
1517.0,0.00019
1518.0,0.00029
1519.0,0.00025
1520.0,0.00026
1521.0,0.00022
1522.0,0.00023
1523.0,0.00022
1524.0,0.00017
1525.0,0.00022
1526.0,0.00016
1527.0,0.00011
1528.0,0.00024
1529.0,0.00026
1530.0,0.00018
1531.0,0.00015
1532.0,0.00022
1533.0,0.0002
1534.0,0.00027
1535.0,0.00021
1536.0,0.00024
1537.0,0.00024
1538.0,0.00026
1539.0,0.00024
1540.0,0.0002
1541.0,0.00025
1542.0,0.00021
1543.0,0.00033
1544.0,0.00023
1545.0,0.0002
1546.0,0.00022
1547.0,0.00019
1548.0,0.00029
1549.0,0.00031
1550.0,0.00015
1551.0,0.00035
1552.0,0.0002
1553.0,0.00023
1554.0,0.00023
1555.0,0.00033
1556.0,0.00028
1557.0,0.00022
1558.0,0.0003
1559.0,0.00021
1560.0,0.00016
1561.0,0.00021
1562.0,0.00018
1563.0,0.00021
1564.0,0.00023
1565.0,0.0002
1566.0,0.00033
1567.0,0.00018
1568.0,0.0002
1569.0,0.0002
1570.0,0.00028
1571.0,0.00021
1572.0,0.00018
1573.0,0.00029
1574.0,0.00024
1575.0,0.00017
1576.0,0.0002
1577.0,0.00026
1578.0,0.0002
1579.0,0.00022
1580.0,0.00025
1581.0,0.00022
1582.0,0.00033
1583.0,0.00031
1584.0,0.00024
1585.0,0.0002
1586.0,0.00025
1587.0,0.00025
1588.0,0.00019
1589.0,0.00013
1590.0,0.00028
1591.0,0.00024
1592.0,0.00021
1593.0,0.00016
1594.0,0.00023
1595.0,0.00028
1596.0,0.00027
1597.0,0.00022
1598.0,0.00015
1599.0,0.00021
1600.0,0.00024
1601.0,0.00033
1602.0,0.00014
1603.0,0.00015
1604.0,0.00017
1605.0,0.00021
1606.0,0.00035
1607.0,0.00019
1608.0,0.00022
1609.0,0.00015
1610.0,0.00016
1611.0,0.00023
1612.0,0.00024
1613.0,0.00028
1614.0,0.00017
1615.0,0.00025
1616.0,0.00019
1617.0,0.00019
1618.0,0.00012
1619.0,0.0002
1620.0,0.00027
1621.0,0.00023
1622.0,0.00026
1623.0,0.00025
1624.0,0.00017
1625.0,0.00023
1626.0,0.00015
1627.0,0.00014
1628.0,0.00019
1629.0,0.00021
1630.0,0.00019
1631.0,0.00022
1632.0,0.00022
1633.0,0.00023
1634.0,0.00032
1635.0,0.0002
1636.0,0.00023
1637.0,0.00019
1638.0,0.0002
1639.0,0.0002
1640.0,0.00014
1641.0,0.00024
1642.0,0.00028
1643.0,0.00021
1644.0,0.00023
1645.0,0.00028
1646.0,0.00016
1647.0,0.00026
1648.0,0.00013
1649.0,0.00012
1650.0,0.00021
1651.0,0.00025
1652.0,0.00015
1653.0,0.00016
1654.0,0.00021
1655.0,0.0003
1656.0,0.00015
1657.0,0.00021
1658.0,0.00024
1659.0,0.0002
1660.0,0.00025
1661.0,0.00026
1662.0,0.00025
1663.0,0.00019
1664.0,0.00021
1665.0,0.00018
1666.0,0.00021
1667.0,0.00015
1668.0,0.00014
1669.0,0.00019
1670.0,0.00021
1671.0,0.00022
1672.0,0.00026
1673.0,0.00023
1674.0,0.00016
1675.0,0.0002
1676.0,0.00023
1677.0,0.00016
1678.0,0.00032
1679.0,0.00027
1680.0,0.00024
1681.0,0.00014
1682.0,0.00019
1683.0,0.00019
1684.0,0.00019
1685.0,0.00016
1686.0,0.00031
1687.0,0.00018
1688.0,0.00019
1689.0,0.0002
1690.0,0.00021
1691.0,0.00014
1692.0,0.00021
1693.0,0.00021
1694.0,0.0002
1695.0,0.00022
1696.0,0.00023
1697.0,0.00023
1698.0,0.0002
1699.0,0.00026
1700.0,0.00021
1701.0,0.00021
1702.0,0.0002
1703.0,0.00013
1704.0,0.0002
1705.0,0.00024
1706.0,0.00023
1707.0,0.00016
1708.0,0.00022
1709.0,0.00017
1710.0,0.0003
1711.0,0.00028
1712.0,0.00023
1713.0,0.00018
1714.0,0.00025
1715.0,0.00024
1716.0,0.00019
1717.0,0.00018
1718.0,0.00027
1719.0,0.00018
1720.0,0.00018
1721.0,0.00017
1722.0,0.0002
1723.0,0.00023
1724.0,0.00021
1725.0,0.00021
1726.0,0.00023
1727.0,0.00027
1728.0,0.00024
1729.0,0.00017
1730.0,0.00025
1731.0,0.00025
1732.0,0.00018
1733.0,0.00024
1734.0,0.00025
1735.0,0.00027
1736.0,0.00023
1737.0,0.00032
1738.0,0.00019
1739.0,0.00016
1740.0,0.00015
1741.0,0.00021
1742.0,0.0002
1743.0,0.00021
1744.0,0.00018
1745.0,0.00019
1746.0,0.0002
1747.0,0.00023
1748.0,0.00016
1749.0,0.00023
1750.0,0.00017
1751.0,0.00023
1752.0,0.00016
1753.0,0.00022
1754.0,0.00019
1755.0,0.0002
1756.0,0.00021
1757.0,0.00023
1758.0,0.00023
1759.0,0.00016
1760.0,0.00019
1761.0,0.00017
1762.0,0.00021
1763.0,0.00017
1764.0,0.00019
1765.0,0.00017
1766.0,0.00022
1767.0,0.00022
1768.0,0.00021
1769.0,0.00029
1770.0,0.00012
1771.0,0.00026
1772.0,0.00016
1773.0,0.0002
1774.0,0.00022
1775.0,0.00023
1776.0,0.00028
1777.0,0.00017
1778.0,0.00019
1779.0,0.00019
1780.0,0.00025
1781.0,0.0002
1782.0,0.00019
1783.0,0.00013
1784.0,0.00021
1785.0,0.00021
1786.0,0.00022
1787.0,0.0002
1788.0,0.00014
1789.0,0.00015
1790.0,0.00022
1791.0,0.00015
1792.0,0.00022
1793.0,0.00019
1794.0,0.00027
1795.0,0.00019
1796.0,0.00025
1797.0,0.00016
1798.0,0.00018
1799.0,0.00028
1800.0,0.00027
1801.0,0.0003
1802.0,0.00023
1803.0,0.00026
1804.0,0.00025
1805.0,0.00019
1806.0,0.00022
1807.0,0.00016
1808.0,0.00021
1809.0,0.00021
1810.0,0.00024
1811.0,0.00025
1812.0,0.00016
1813.0,0.00026
1814.0,0.00019
1815.0,0.00018
1816.0,0.0002
1817.0,0.00027
1818.0,0.00022
1819.0,0.00024
1820.0,0.00017
1821.0,0.00019
1822.0,0.00024
1823.0,0.00023
1824.0,0.00018
1825.0,0.00014
1826.0,0.00021
1827.0,0.00017
1828.0,0.00017
1829.0,0.0002
1830.0,0.00022
1831.0,0.00021
1832.0,0.00016
1833.0,0.00011
1834.0,0.00023
1835.0,0.00023
1836.0,0.00018
1837.0,0.00022
1838.0,0.00019
1839.0,0.00026
1840.0,0.00015
1841.0,0.00019
1842.0,0.00017
1843.0,0.00016
1844.0,0.00022
1845.0,0.00019
1846.0,0.00023
1847.0,0.00022
1848.0,0.00019
1849.0,0.00023
1850.0,0.0002
1851.0,0.00018
1852.0,0.00019
1853.0,0.00015
1854.0,0.00023
1855.0,0.00016
1856.0,0.00022
1857.0,0.00013
1858.0,0.0002
1859.0,0.00013
1860.0,0.00027
1861.0,0.00024
1862.0,0.00016
1863.0,0.00019
1864.0,0.00011
1865.0,0.00017
1866.0,0.00017
1867.0,7e-05
1868.0,0.00022
1869.0,0.00029
1870.0,0.00022
1871.0,0.00026
1872.0,0.00028
1873.0,0.00019
1874.0,0.00026
1875.0,0.00016
1876.0,0.00014
1877.0,0.00018
1878.0,0.0002
1879.0,0.00012
1880.0,0.0003
1881.0,0.00026
1882.0,0.00017
1883.0,0.00016
1884.0,0.00024
1885.0,0.00019
1886.0,0.0002
1887.0,0.00013
1888.0,0.00021
1889.0,0.00029
1890.0,0.0002
1891.0,0.00018
1892.0,0.00014
1893.0,0.00028
1894.0,0.00021
1895.0,0.0002
1896.0,0.00027
1897.0,0.00018
1898.0,0.00022
1899.0,0.00032
1900.0,0.00017
1901.0,0.00026
1902.0,0.00019
1903.0,0.00022
1904.0,0.00017
1905.0,0.00016
1906.0,0.00024
1907.0,0.00023
1908.0,0.00016
1909.0,0.00026
1910.0,0.0002
1911.0,0.00015
1912.0,0.0002
1913.0,0.00014
1914.0,0.0002
1915.0,0.00028
1916.0,0.00019
1917.0,0.00013
1918.0,0.0002
1919.0,0.00021
1920.0,0.00016
1921.0,0.00015
1922.0,0.0002
1923.0,0.00013
1924.0,0.0003
1925.0,0.00017
1926.0,0.00026
1927.0,0.00013
1928.0,0.00016
1929.0,0.00017
1930.0,0.00019
1931.0,0.00022
1932.0,0.00031
1933.0,0.00018
1934.0,0.00018
1935.0,0.00024
1936.0,0.00021
1937.0,0.00013
1938.0,0.00018
1939.0,0.0002
1940.0,0.00019
1941.0,0.00023
1942.0,0.00025
1943.0,0.00017
1944.0,0.0002
1945.0,9e-05
1946.0,0.00018
1947.0,0.00012
1948.0,0.0002
1949.0,0.00023
1950.0,0.00022
1951.0,0.00017
1952.0,0.0002
1953.0,0.00023
1954.0,0.00024
1955.0,0.00023
1956.0,0.00026
1957.0,0.00014
1958.0,0.00023
1959.0,0.00016
1960.0,0.00029
1961.0,0.0002
1962.0,0.00024
1963.0,0.00027
1964.0,0.00025
1965.0,0.00022
1966.0,0.00017
1967.0,0.00023
1968.0,0.00012
1969.0,0.00016
1970.0,0.00024
1971.0,0.00027
1972.0,0.00019
1973.0,0.0002
1974.0,0.00017
1975.0,0.00021
1976.0,0.00027
1977.0,0.0002
1978.0,0.00014
1979.0,0.00019
1980.0,0.00011
1981.0,0.00027
1982.0,0.00016
1983.0,0.00023
1984.0,0.00014
1985.0,0.00024
1986.0,0.00017
1987.0,0.00022
1988.0,0.00015
1989.0,0.00014
1990.0,0.00023
1991.0,0.00018
1992.0,0.00017
1993.0,0.00024
1994.0,0.00027
1995.0,0.00023
1996.0,0.00013
1997.0,0.00023
1998.0,0.00023
1999.0,0.00022
2000.0,0.00019
